ID;titolo_articolo;data_pubblicazione;template_articolo;context;maintax;category;post_tag;geo;staff
295942;Suite aux frappes ukrainiennes, la région de Louhansk subit une pénurie de carburant;2025-09-01 11:39:18;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Europe;NULL
295913;Comment résister à l’assaut contre les banques centrales ? Une conversation avec Olli Rehn, Gouverneur de la Banque de Finlande;2025-09-01 06:00:00;templates/post-interviews.php;cult;category;Économie;NULL;Europe;María Tadeo
295892;Que suivre lors du sommet de l’Organisation de coopération de Shanghai qui s’ouvre à Tianjin ?;2025-08-31 07:00:00;templates/post-briefings.php;ops;geo;Politique;NULL;Asie Orientale;NULL
295683;Une amitié asymétrique : Poutine, Xi et les limites du «sans limites»;2025-08-31 06:00:00;templates/post-studies.php;cult;category;Politique;NULL;Asie Orientale;Pierre Andrieu
295753;Qui est Heather Honey ? L’activiste MAGA que Donald Trump a nommée pour superviser «l'intégrité électorale»;2025-08-30 15:00:00;templates/post-briefings.php;ops;category;Profil clef;NULL;Amériques;NULL
295675;L’Organisation de coopération de Shanghai représente 23 % du PIB et 42 % de la population mondiale;2025-08-30 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Orientale;NULL
295711;La Chine a gagné. Dans la tête de Wang Huning, le Mage de Xi Jinping;2025-08-30 06:00:00;templates/post-angles.php;cult;category;Capitalismes politiques en guerre;NULL;Asie Orientale;Alessandro Aresu
295761;Pourquoi le régime nord-coréen veut-il développer une industrie touristique ?;2025-08-29 19:20:30;templates/post-briefings.php;ops;geo;Économie;NULL;Asie Orientale;NULL
295662;Les acteurs américains de l’IA se préparent pour peser sur les élections de 2026;2025-08-29 14:22:00;templates/post-briefings.php;ops;category;Numérique;NULL;Amériques;NULL
295102;Le Nouveau Consensus européen et le contretemps français;2025-08-29 09:00:00;templates/post-editorials.php;cult;category;Économie;NULL;Europe;David Djaïz, Thierry Chopin, Philippe Aghion, Ramon Fernandez, François Ecalle, Thomas Philippon, Patrick Artus, Antonin Bergeaud, Lorenzo Bini Smaghi, Eric Bismuth, Sophie Boissard, Dominique Calmels, François Candelon, Vincent Charlet, Charles-Henri Colombier, Emmanuel Combe, Julien Damon, Marc de Basquiat, Godefroy de Bentzmann, Hubert de Boisredon, Pierre-André de Chalendar, Jean-Luc Demarty, Rodolphe Desbordes, Flora Donsimoni, Alain Durré, Hakim El Karoui, Denis Ferrand, Angeles Garcia-Poveda, Laurent Giovachini, Thomas Grjebine, Christian Gollier, Marc Gomes, Camille Guezennec, Hervé Guillou, Éric Hazan, Christine Hennion, Arthur Jurus, Patrick Koller, Erwan Le Noan, Jean-Pierre Letartre, Victor Lequillerier, Patrick Levy Waitz, Patrick Martin, Bertrand Martinot, Ross McInnes, Franck Morel, Anthony Morlet-Lavidalie, François-Xavier Oliveau, Thomas Rapp, Simon Ray, Olivier Redoulès, Robin Rivaton, Maxime Sbaihi, Erell Thevenon, Raphael Trotignon, Arnaud Vaissié, Anne-Sophie Alsif, Joël-Alexis Bialkiewicz, Philippe Varin, Simon Bunel
295611;Feux de forêt : l’Europe vit l’année la plus destructrice depuis au moins 2006 [carte exclusive];2025-08-29 06:30:00;templates/post-briefings.php;ops;category;Énergie et environnement;NULL;Europe;NULL
295534;Trump a-t-il jeté Modi dans les bras de Xi Jinping ? Comprendre le rapprochement sino-indien;2025-08-29 06:00:00;templates/post-studies.php;cult;category;L'Inde de Modi : doctrines, géopolitique, rivalités;NULL;Asie Orientale;Christophe Jaffrelot
295423;Vers de nouvelles sanctions à l'encontre de l'Iran ?;2025-08-28 19:57:33;templates/post-briefings.php;ops;geo;Sécurité;NULL;Asie Intermédiaire;NULL
295508;Malgré son caractère inconstitutionnel, une majorité de Républicains est favorable à un troisième mandat de Trump;2025-08-28 15:30:00;templates/post-briefings.php;ops;category;Politique;NULL;Amériques;NULL
295450;L’Allemagne veut renforcer la Bundeswehr en rétablissant un service militaire sur la base du volontariat;2025-08-28 10:30:00;templates/post-briefings.php;ops;geo;Guerre;NULL;Europe;Pierre Mennerat
295053;Le fantasme américain face à l'hégémonie chinoise : géopolitique des minéraux critiques;2025-08-28 06:00:00;templates/post-studies.php;cult;category;Capitalismes politiques en guerre;NULL;Asie septentrionale;Pascale Massot
295385;Des proches de Donald Trump sont en train de préparer une campagne subversive pour annexer le Groenland;2025-08-27 17:49:23;templates/post-briefings.php;ops;geo;Géopolitique de Donald Trump;NULL;Nordiques;NULL
295239;Pour la première fois depuis 2022, l’armée russe avance dans l’oblast de Dnipropetrovsk;2025-08-27 13:36:06;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
295196;Les États-Unis portent leurs tarifs douaniers à 50 % sur les importations en provenance d’Inde;2025-08-27 07:27:45;templates/post-briefings.php;ops;category;Économie;NULL;Asie Intermédiaire;NULL
295089;Parler contre Poutine : les voix de la résistance ukrainienne;2025-08-27 06:00:00;templates/post-angles.php;cult;category;Ukraine : portrait d’un pays déchiré – qui résiste;NULL;Europe;Fabrice Deprez
295134;Aux États-Unis, l’emploi est en baisse dans les métiers les plus exposés à l’IA;2025-08-26 18:09:23;templates/post-briefings.php;ops;geo;Numérique;NULL;Amériques;NULL
295044;Que se passera-t-il en France ? Trois scénarios ;2025-08-26 15:09:03;templates/post-briefings.php;ops;category;Politique;NULL;Europe;Guillaume Duval
295028;Que signifient les menaces de Trump sur les taxes et réglementations numériques pour l’Union européenne ? ;2025-08-26 13:31:29;templates/post-briefings.php;ops;category;Numérique;NULL;Europe;NULL
294920;La Russie dans la guerre sans fin : comprendre le grand récit de Poutine;2025-08-26 11:03:04;templates/post-studies.php;cult;category;Arsenalisation : le front de l'information;NULL;Asie septentrionale;Guillaume Lancereau
294873;Comment la Chine a rattrapé son retard économique sur l’Union;2025-08-26 06:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Orientale;NULL
294889;S’il tombait le 8 septembre, le gouvernement Bayrou serait l’un des plus courts de la Cinquième République;2025-08-25 19:11:58;templates/post-briefings.php;ops;geo;Politique;NULL;Europe;NULL
294864;«Nous pouvons créer une force à laquelle la Russie ne pourra pas faire face», une conversation avec l’ambassadeur ukrainien à Bruxelles;2025-08-25 18:55:12;templates/post-interviews.php;cult;category;La guerre en Ukraine au jour le jour;NULL;Europe;María Tadeo
294855;Quels pays ont suspendu les envois postaux vers les États-Unis ? [Carte exclusive];2025-08-25 15:59:15;templates/post-briefings.php;ops;category;Politique;NULL;Amériques;NULL
294803;Le système Turnberry : doctrine de la nouvelle géopolitique commerciale américaine;2025-08-25 13:37:41;templates/post-speeches.php;cult;category;Économie;NULL;Europe;Louis de Catheu
294807;Économie russe : la production est exclusivement tirée vers le haut par les dépenses de défense;2025-08-25 12:56:56;templates/post-briefings.php;ops;geo;Économie;NULL;Asie septentrionale;NULL
294706;Préparer la rentrée : les 10 choses que vous n’auriez pas dû louper cet été;2025-08-24 17:48:43;templates/post-studies.php;cult;category;Politique;NULL;Monde;NULL
294666;Libres de résister: enquête sur la mobilisation en Ukraine;2025-08-24 12:46:07;templates/post-studies.php;cult;category;Ukraine : portrait d’un pays déchiré – qui résiste;NULL;Europe;Fabrice Deprez
294644;Qui est Camille Zapata, la consultante derrière la nouvelle stratégie médiatique virale de Gavin Newsom ?;2025-08-24 07:00:00;templates/post-briefings.php;ops;category;Profil clef;NULL;Amériques;NULL
294534;Vivre en Ukraine : une enquête au front;2025-08-23 18:21:15;templates/post-studies.php;cult;category;Ukraine : portrait d’un pays déchiré – qui résiste;NULL;Europe;Fabrice Deprez
294507;La Chine a installé l'équivalent de 100 panneaux solaires par seconde en mai;2025-08-23 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Orientale;NULL
294501;Comment changer la trajectoire de notre continent ?;2025-08-22 20:17:08;templates/post-editorials.php;cult;category;L'Europe face à Trump : que faire ?;NULL;Europe;Mario Draghi
294386;Que lire à la rentrée 2025 ? La sélection du Grand Continent en 25 non-fictions;2025-08-22 15:22:38;templates/post-angles.php;cult;category;Livres;NULL;Europe;Florian Louis
294392;Pour la première fois depuis 60 ans, la population étrangère a diminué aux États-Unis;2025-08-22 14:56:51;templates/post-briefings.php;ops;geo;Données qui changent la donne;NULL;Amériques;NULL
294315;Le Nouveau Moment Grotius;2025-08-22 07:20:43;templates/post-editorials.php;ops;category;Puissances de l'IA;NULL;Monde;Paul Saffo
294280;La Russie serait en train d’aider indirectement la Chine à envahir Taïwan;2025-08-22 06:30:00;templates/post-briefings.php;ops;category;Guerre;NULL;Asie Intermédiaire;NULL
294266;Qui paiera en Europe les 1 350 milliards réclamés par Donald Trump ? Coulisses et analyse de l'accord États-Unis – Union;2025-08-21 17:46:48;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
294244;Le pouvoir des alliances;2025-08-21 17:09:45;templates/post-editorials.php;cult;category;Politique;NULL;Europe;Rémy Rioux, Thomas Melonio, Alban Schwerer
294232;Y a-t-il une bulle de l'IA ?;2025-08-21 15:15:04;templates/post-briefings.php;ops;category;Numérique;NULL;Monde;NULL
294149;Les tarifs de Trump accélèrent la percée de Pékin sur les marchés émergents;2025-08-21 06:30:00;templates/post-briefings.php;ops;category;Économie;NULL;Monde;NULL
293989;Projet E1 : le plan israélien pour «enterrer l’idée d’un État palestinien»;2025-08-21 06:30:00;templates/post-speeches.php;ops;category;Guerre;NULL;Méditerranée;Milàn Czerny
294112;Gérard Chaliand (1934 - 2025) : un irrégulier de la géopolitique;2025-08-20 20:24:17;templates/post-angles.php;ops;category;In Memoriam;NULL;Monde;NULL
293967;«L’histoire ne nous jugera pas avec clémence» : une conversation avec Gabrielius Landsbergis, ancien ministre lituanien des Affaires étrangères;2025-08-20 19:11:24;templates/post-interviews.php;cult;category;L'Europe face à Trump : que faire ?;NULL;Europe;María Tadeo
293961;Lavrov explicite la position de Moscou : «la Russie elle-même devrait fournir des garanties de sécurité à l'Ukraine»;2025-08-20 18:02:21;templates/post-briefings.php;ops;geo;La guerre en Ukraine au jour le jour;NULL;Asie septentrionale;NULL
293939;Une semaine après la «percée» russe : que se passe-t-il à Dobropillia ?;2025-08-20 15:59:01;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
293909;Lavrov et la diplomatie du bon flic — mauvais flic : traduction commentée du dernier entretien du ministre russe des Affaires étrangères ;2025-08-20 13:00:53;templates/post-speeches.php;cult;category;La guerre en Ukraine au jour le jour, Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Guillaume Lancereau
293827;Économie russe : le prix de l’essence atteint des records;2025-08-20 06:30:00;templates/post-briefings.php;ops;geo;Économie;NULL;Asie septentrionale;NULL
293745;Nouvelle-Calédonie : une première analyse géopolitique de l’Accord de Bougival ;2025-08-19 20:31:00;templates/post-studies.php;cult;geo;Politique;NULL;Indo-Pacifique;Pierre-Christophe Pantz, Paco Milhiet
293780;Iran : après la guerre, des signaux faibles de transformations profondes;2025-08-19 20:02:35;templates/post-briefings.php;ops;geo;Politique;NULL;Asie Intermédiaire;NULL
293708;Dans la négociation sur l’Ukraine, Poutine est-il en train de duper Donald Trump ? ;2025-08-19 13:23:28;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
293664;L’Europe contre les Tyrans : un plan;2025-08-19 12:10:48;templates/post-interviews.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Europe;Gilles Gressani
293638;Cisjordanie : le nouveau projet de colonie du gouvernement israélien sera voté demain (carte exclusive);2025-08-19 06:30:00;templates/post-briefings.php;ops;geo;Politique;NULL;Méditerranée;NULL
293619;La rencontre entre Trump et Zelensky à la Maison-Blanche a commencé;2025-08-18 19:26:31;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
293580;Le Kremlin vient de déclarer que, même en cas d'accord de paix avec l'Ukraine, «la guerre informationnelle avec l'Occident ne se terminera jamais»;2025-08-18 16:14:29;templates/post-briefings.php;ops;geo;La guerre en Ukraine au jour le jour;NULL;Asie septentrionale;NULL
293520;Économie russe : quel serait l'impact de la levée des sanctions occidentales réclamée par Poutine ?;2025-08-18 13:16:06;templates/post-briefings.php;ops;geo;Économie;NULL;Asie septentrionale;NULL
293435;Des drones ou des hommes : le problème de l’infanterie dans la guerre contemporaine;2025-08-18 07:20:31;templates/post-studies.php;ops;category;Guerre;NULL;Europe;Robert-Henri Berger
293412;Pour prendre le contrôle des territoires ukrainiens que Moscou réclame à Donald Trump, l’armée russe devrait subir près de 2 millions de pertes supplémentaires;2025-08-18 06:30:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
293390;Transformer la Bolivie : comprendre le programme anti-Evo Morales;2025-08-17 17:09:48;templates/post-interviews.php;ops;geo;Élections;NULL;Amériques;Florent Zemmouche
293376;Macron, Meloni, Merz : qui sont les dirigeants européens qui accompagneront Zelensky à la Maison-Blanche demain ?;2025-08-17 14:17:44;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
293192;La menace américaine;2025-08-17 07:41:18;templates/post-editorials.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Amériques;Ludovic Tournès
293179;La fin d’un cycle politique : la Bolivie vote aujourd’hui pour élire son président;2025-08-17 07:00:00;templates/post-briefings.php;ops;geo;Élections;NULL;Amériques;NULL
293127;La Bolivie tournera-t-elle la page d'Evo Morales ? 6 points sur les élections présidentielles;2025-08-16 18:00:00;templates/post-studies.php;ops;geo;Élections;NULL;Amériques;Françoise Martinez
293163;Vladimir Poutine ou la manipulation de Donald Trump : le discours intégral d’Anchorage;2025-08-16 14:22:01;templates/post-speeches.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Amériques;Guillaume Lancereau
293056;Sommet en Alaska : pas de deal pour Trump, un succès pour Poutine qui poursuit la guerre;2025-08-16 01:26:24;templates/post-briefings.php;ops;geo;Guerre;NULL;Amériques;NULL
293016;La conférence de presse Trump-Poutine a commencé;2025-08-16 00:54:40;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Amériques;NULL
292970;Vladimir Poutine et Donald Trump se rencontrent en Alaska : premiers signaux faibles;2025-08-15 22:23:49;templates/post-briefings.php;ops;geo;La guerre en Ukraine au jour le jour;NULL;Amériques;NULL
292889;Qui sont les hommes de Poutine en Alaska ? Prosopographie de la délégation russe;2025-08-15 15:12:54;templates/post-studies.php;ops;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Guillaume Lancereau
292871;Une majorité de Russes et d'Ukrainiens se dit favorable aux pourparlers de paix;2025-08-15 12:46:17;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;NULL;NULL
292843;Géopolitique de l’Alaska : éléments géographiques du sommet Trump-Poutine;2025-08-15 09:18:02;templates/post-studies.php;cult;category;Géopolitique de Donald Trump;NULL;Amériques;Klaus Dodds
292810;Qu'attendre du sommet Trump-Poutine en Alaska ? ;2025-08-15 07:00:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;NULL;NULL
292775;Économie russe : à quelques heures de la rencontre entre Trump et Poutine, plusieurs indicateurs révèlent une conjoncture fragile pour Moscou;2025-08-14 19:54:30;templates/post-briefings.php;ops;geo;Économie;NULL;Asie septentrionale;NULL
292691;De Munich à l’Alaska : du bon usage d'une analogie historique;2025-08-14 19:13:55;templates/post-interviews.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Amériques, Asie septentrionale;Gilles Gressani
292660;«Entre l'Argentine et le Chili se trouvent les champs de glace», Grand tour en Patagonie avec Josep Borrell;2025-08-14 10:42:09;templates/post-interviews.php;cult;category;Grand Tour;NULL;Amériques;Florent Zemmouche
292637;Les recherches Google peuvent-elles permettre de prévenir les crises sanitaires ?;2025-08-14 07:00:00;templates/post-briefings.php;ops;category;Numérique;NULL;Monde;NULL
292601;IA : Le pari de Sam Altman est-il voué à l’échec ? ;2025-08-13 18:41:24;templates/post-interviews.php;ops;category;Puissances de l'IA;NULL;NULL;NULL
292588;Les employés du Pentagone commandent-ils plus de pizzas avant de lancer des opérations militaires ?;2025-08-13 07:43:00;templates/post-briefings.php;ops;geo;Données qui changent la donne;NULL;Amériques;NULL
292407;Exercices de décentrement: Grand Tour avec Gisèle Sapiro à Berlin — et Grand Détour par New Delhi;2025-08-13 06:33:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;Pierre Ramond, Jean-Irénée Chareton
292569;La Russie a-t-elle vraiment réussi une percée à Dobropillia ? Une première analyse tactique;2025-08-12 19:50:33;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;NULL;NULL
292408;GPT-5 : du marketing raté d’OpenAI aux performances, l’essentiel est ailleurs;2025-08-12 07:00:00;templates/post-briefings.php;ops;category;Puissances de l'IA;NULL;NULL;Victor Storchan
292378;Comment négocie Poutine ? Comprendre la doctrine Gromyko;2025-08-12 06:59:00;templates/post-speeches.php;cult;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Le Grand Continent
292305;«À une époque, Lyon était surnommé Chicago-sur-Rhône», Grand Tour avec Fabrice Arfi;2025-08-12 06:40:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;Florent Zemmouche, Zélie Fourquier
292328;Des soldats américains vont-ils intervenir sur le sol mexicain pour lutter contre les cartels ? ;2025-08-11 12:56:22;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Amériques;NULL
292247;Pour les touristes chinois, l’Europe reste une destination estivale très populaire;2025-08-11 07:00:00;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Europe;NULL
292255;J. D. Vance, le Christ et l’Amérique de Trump, une conversation avec Rod Dreher;2025-08-11 06:00:00;templates/post-interviews.php;cult;category;De l'Empire Trump : sources intellectuelles d'une révolution culturelle;NULL;Amériques;Julian Blum
292225;En signant un accord de paix entre l’Arménie et l’Azerbaïdjan, Trump a-t-il évincé Poutine du Sud-Caucase ?;2025-08-10 14:04:20;templates/post-studies.php;cult;category;Politique;NULL;Asie Intermédiaire;Guillaume Lancereau
292203;«Strasbourg est à la fois continentale, insulaire et ouverte», Grand Tour avec Bruno Patino, président d’Arte;2025-08-10 09:09:12;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;Florent Zemmouche
292188;Avec l’hégémonie du Spritz, le groupe Campari conquiert le monde ;2025-08-10 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Monde;NULL
292144;L’Allemagne change-t-elle de position sur Israël ? Comprendre le revirement de Merz concernant l’exportation d’armes utilisables dans la bande de Gaza;2025-08-09 12:00:00;templates/post-briefings.php;ops;geo;Politique;NULL;Europe;Pierre Mennerat
292040;Donald Trump rencontrera Vladimir Poutine en Alaska le 15 août;2025-08-09 09:11:16;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Amériques;NULL
292004;Quelles sont les destinations préférées des Européens pour les vacances ?;2025-08-09 07:30:00;templates/post-briefings.php;ops;geo;Données qui changent la donne;NULL;Europe;NULL
291760;«L’énigme permanente de l’Albanie», Grand Tour avec Jean-Christophe Rufin;2025-08-09 06:50:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Méditerranée;Florent Zemmouche
291941;Trump rencontrera-t-il Poutine ? Que sait-on des discussions entre la Russie et les États-Unis ;2025-08-08 19:53:05;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;NULL;NULL
291894;Notes pour une autonomie républicaine européenne;2025-08-08 18:43:19;templates/post-editorials.php;cult;category;L'Europe face à Trump : que faire ?;NULL;Europe;Andrea Capussela
291866;Pourquoi les vins sont-ils de plus en plus alcoolisés ?;2025-08-08 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
291765;«L'Islande est le rêve de tout théoricien politique», Grand Tour avec Hélène Landemore;2025-08-08 06:00:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Nordiques;Pierre Ramond
291797;OpenAI lance GPT-5 et gpt-oss dans la course pour la suprématie américaine de l’IA : géopolitique de l’open source selon Sam Altman;2025-08-07 18:59:48;templates/post-briefings.php;ops;category;Puissances de l'IA;NULL;Amériques;Victor Storchan
291772;Pourquoi les économistes ne semblent-ils plus comprendre la réalité ? une conversation avec Jonathan Levy;2025-08-07 18:00:32;templates/post-reviews.php;cult;category;Économie;NULL;Amériques;Clément Fontanarava
291703;Le Kremlin confirme qu’un sommet entre Poutine et Trump sur l’Ukraine aura lieu «dans les prochains jours» : tour d’horizon à chaud des premières réactions en Russie;2025-08-07 10:30:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Asie septentrionale;NULL
291643;«Le Pacifique sera toujours là quand l’humanité se sera fait sauter dans un feu d’artifice atomique», Grand Tour avec Jean-Pierre Dupuy sur la Californie ;2025-08-07 09:38:07;templates/post-interviews.php;cult;category;Grand Tour;NULL;Amériques;Florent Zemmouche
291293;Paris compte presque autant de logements Airbnb que de chambres d’hôtel;2025-08-07 07:00:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Europe;NULL
291622;Avec Palantir, le plan «ontologique» d'Alex Karp et Peter Thiel pour créer un État digital;2025-08-06 19:13:58;templates/post-speeches.php;cult;category;De l'Empire Trump : sources intellectuelles d'une révolution culturelle;NULL;Amériques;Andrea Venanzoni
291582;«Ceci n’est pas un accord», une conversation avec l’ancienne Commissaire européenne au Commerce;2025-08-06 14:54:22;templates/post-interviews.php;cult;category;L'Europe face à Trump : que faire ?;NULL;Europe;María Tadeo
291533;Projet ATOM : la course à la suprématie de l’IA entre la Chine et les États-Unis se joue-t-elle dans le domaine open source ?;2025-08-06 07:00:00;templates/post-briefings.php;ops;category;Numérique;NULL;Monde;Victor Storchan
291478;«À La Charité, je retrouve les sensations qu’évoque mon père en parlant de son jardin», Grand Tour avec Mazarine Mitterrand Pingeot;2025-08-06 06:00:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;Pierre Ramond, Jean-Irénée Chareton
291482;Trump menace de relever les tarifs si l'Europe ne lui donne pas 600 milliards de dollars pour investir dans «absolument tout ce qu’il veut»;2025-08-05 19:42:31;templates/post-briefings.php;ops;category;Économie;NULL;Amériques, Bulles;NULL
291393;Le discours de la fin : Viktor Orbán et Peter Thiel à Esztergom;2025-08-05 15:37:41;templates/post-speeches.php;cult;category;Politique;NULL;Europe;Le Grand Continent
291286;Pourquoi les Européens épargnent-ils autant ?;2025-08-05 07:00:00;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
291308;«L’appel de la Martinique fut l’occasion de ma première échappée», Grand Tour avec Edwy Plenel;2025-08-05 06:00:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Amériques;Pierre Ramond, Florian Louis
291313;Économie russe : pour cacher ses dépenses militaires, le Kremlin a désormais recours à la comptabilité des régions ;2025-08-04 20:04:39;templates/post-briefings.php;ops;geo;Uncategorised;NULL;Asie septentrionale;NULL
291124;Contre Trump, l’Europe a une arme massive de décolonisation numérique : la TVA sur les plateformes;2025-08-04 07:00:00;templates/post-angles.php;ops;category;Numérique, L'Europe face à Trump : que faire ?;NULL;Bulles;Benoît Thieulin, Godefroy Beauvallet
291237;Un ingénieur IA vient de décliner une offre salariale de 1,5 milliard de la part de Meta;2025-08-04 06:30:00;templates/post-briefings.php;ops;category;Numérique;NULL;Amériques;NULL
290697;Littérature européenne : trente-cinq fictions pour ce premier semestre 2025;2025-08-03 18:00:00;templates/post-angles.php;ops;category;Livres;NULL;NULL;NULL
291170;Trump contre Medvedev : géopolitique du spectacle nucléaire;2025-08-03 13:06:39;templates/post-angles.php;ops;category;Doctrines de la Russie de Poutine, Géopolitique de Donald Trump;NULL;Amériques, Asie septentrionale;Guillaume Lancereau
291112;Depuis le début de l’année, Moscou a occupé plus de 2 500 km² en Ukraine — soit trois fois plus qu’en 2024;2025-08-03 07:00:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
290716;« Je ne veux pas paraître arrogante en disant que Milan est le centre du monde... », Grand Tour avec Carla Sozzani;2025-08-03 07:00:00;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;María Tadeo
290673;« Il n’y a pas d’autre solution : personne ne doit rester en vie en Ukraine »;2025-08-02 07:00:00;templates/post-speeches.php;ops;category;Doctrines de la Russie de Poutine;NULL;Asie septentrionale;Guillaume Lancereau
290923;La Russie produit-elle plus d’armes que l’OTAN ?;2025-08-02 06:30:00;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
290844;Trump et l’Union : le prix caché d’une capitulation;2025-08-01 19:03:00;templates/post-angles.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Europe;Pascal Lamy
290752;Bukele vient-il de transformer définitivement le Salvador en une dictature ?;2025-08-01 16:56:09;templates/post-briefings.php;ops;geo;Politique;NULL;Amériques;Ricardo Avelar
290390;«On a besoin de Venise comme on a besoin de la fin du monde», Grand Tour avec Denis Crouzet et Élisabeth Crouzet-Pavan;2025-08-01 09:32:17;templates/post-interviews.php;cult;category;Grand Tour;NULL;Europe;Mathéo Malik
290525;Qu’est-ce que Palantir, le nouveau géant de la surveillance américain ?;2025-08-01 06:30:00;templates/post-briefings.php;ops;geo;Politique;NULL;Amériques;NULL
290433;Trump prépare-t-il la prochaine crise économique européenne ?;2025-07-31 18:57:34;templates/post-interviews.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Amériques, Europe;Gilles Gressani
290378;Économie russe : la guerre contre l’Ukraine provoque-t-elle une hausse de la criminalité ?;2025-07-31 15:20:14;templates/post-briefings.php;ops;geo;Économie;NULL;Asie septentrionale;NULL
288527;«En Corse, on est patriote de son village», Grand Tour avec Pierre Assouline;2025-07-31 08:03:05;templates/post-interviews.php;cult;category;Grand Tour;NULL;Méditerranée;Florian Louis
290315;Le déficit commercial de l'Union avec la Chine devrait doubler d'ici la fin de l'année par rapport à 2020;2025-07-31 06:30:00;templates/post-briefings.php;ops;category;Données qui changent la donne;NULL;Asie Orientale;NULL
290247;Des drones contre des armes : l’Ukraine s’apprête-t-elle à signer un «megadeal» avec les États-Unis ?;2025-07-30 16:28:04;templates/post-briefings.php;ops;category;La guerre en Ukraine au jour le jour;NULL;Europe;NULL
290204;«Face à Trump, l’Europe ramasse les coquillages», une conversation avec Giuliano da Empoli;2025-07-30 15:57:19;templates/post-interviews.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Europe;Gilles Gressani
288862; «À Naples, les dieux ne sont pas si loin», Grand Tour avec Helen Thompson;2025-07-30 07:19:23;templates/post-interviews.php;cult;category;Grand Tour;NULL;Méditerranée;Pierre Ramond, Jean-Irénée Chareton
290108;Selon Donald Trump, Israël «porte une grande responsabilité» dans la famine à Gaza ;2025-07-30 06:30:00;templates/post-briefings.php;ops;category;Israël, Hamas : le 7-Octobre deux ans après;NULL;Méditerranée;NULL
290034;L'Europe après le Jour de la Dépendance;2025-07-29 20:55:39;templates/post-editorials.php;ops;category;L'Europe face à Trump : que faire ?;NULL;Europe;Dominique de Villepin
289972;Géographie de l'accord Union-Trump : qui l'a soutenu en coulisses ? Qui le soutient explicitement ? [Cartes exclusives];2025-07-29 14:22:58;templates/post-briefings.php;ops;category;Économie;NULL;Europe;NULL
288898;«Ce n'est pas pour la mer qu'on vient à Forte dei Marmi», Grand Tour avec l'écrivain Edoardo Nesi;2025-07-29 08:03:37;templates/post-interviews.php;cult;category;Grand Tour;NULL;Méditerranée;David Allegranti
289881;L’IA va-t-elle avaler l’économie numérique ?;2025-07-29 06:30:00;templates/post-briefings.php;ops;category;Numérique;NULL;Monde;NULL
